date,W_RMW,W_CMA,W_HML,turnover,selected_lambda,clip_hit
2023-07-31,0.33333369875852575,0.3333332402721425,0.3333330609693319,0.0,100000,0.0
2023-08-31,0.3333336905966809,0.333333241496723,0.333333067906596,1.6323689455699508e-08,100000,0.0
2023-09-30,0.33333367905655453,0.33333324352293975,0.33333307742050583,2.308025293107363e-08,100000,0.0
2023-10-31,0.33333362630868085,0.3333332528855033,0.33333312080581584,1.0549574724905142e-07,100000,0.0
2023-11-30,0.3333335949891428,0.33333325866529606,0.33333314634556127,6.263907625925214e-08,100000,0.0
2023-12-31,0.3333336365507494,0.33333325061734537,0.3333331128319053,8.31232132569859e-08,100000,0.0
2024-01-31,0.33333367114442974,0.33333324227832917,0.33333308657724103,6.91873608404947e-08,100000,0.0
2024-02-29,0.33333365444231045,0.33333324399513975,0.33333310156254975,3.3404238597434244e-08,100000,0.0
2024-03-31,0.33333362107808057,0.33333324919783813,0.3333331297240813,6.672845981325892e-08,100000,0.0
2024-04-30,0.33333362348195855,0.3333332487473399,0.3333331277707014,4.807756137648056e-09,100000,0.0
2024-05-31,0.3333335769878598,0.3333332572507896,0.3333331657613504,9.298819747538545e-08,100000,0.0
2024-06-30,0.33333359055600315,0.3333332543592337,0.33333315508476324,2.71362863846214e-08,100000,0.0
2024-07-31,0.3664203849120889,0.3173159931470445,0.3162636219408666,0.0661735887121716,1,0.0
2024-08-31,0.3680861632158146,0.316754106955345,0.3151597298288405,0.0033315566074513248,1,0.0
2024-09-30,0.36809536339830917,0.31677787054199963,0.31512676605969114,6.592753829853804e-05,1,0.0
